Artifact #,site,period,additional looks,class,is_valid,indicative,additional,material,height[cm],width[cm],diameter[cm],length[cm],object name,,orig site,orig period
7460,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,14,none,,Textile;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
7461,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,7,none,,Textile;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
7462,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,25,none,,Textile;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
7463,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,1,3,1,yes,,Linen,none,20,none,,Textile;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
7464,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,2.5,none,,Fragment;Textile;,,Nahal Mishmar,Late Chalcolithic
7465,Christmas Cave- Nahal Qidron,Roman,1,189,1,yes,,Wool,none,13,none,,Fragment;Textile;,,Christmas Cave- Nahal Qidron,Roman
7466,Christmas Cave- Nahal Qidron,Roman,1,189,1,yes,,Wool,none,6.4,none,,Fragment;Textile;,,Christmas Cave- Nahal Qidron,Roman
7467,Christmas Cave- Nahal Qidron,Late Chalcolithic,0,313,1,yes,,Linen,none,4.5,none,,Fragment;Textile;,,Christmas Cave- Nahal Qidron,Late Chalcolithic
7468,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,none,none,,Textile;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
7469,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,20,none,,Textile;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
7470,Nahal Mishmar- Cave of the Treasure,Roman,0,193,1,yes,,Wool,none,2.3,none,,Fragment;Textile;,,Nahal Mishmar,Roman
7471,Nahal Mishmar- Cave of the Treasure,Roman,0,193,1,yes,,Wool,none,0.5,none,,Fragment;Textile;,,Nahal Mishmar,Roman
7472,Nahal Mishmar- Cave of the Treasure,Roman,0,193,1,yes,,Wool,none,0.5,none,,Fragment;Textile;,,Nahal Mishmar,Roman
7473,Nahal Mishmar- Cave of the Treasure,Roman,0,193,1,yes,,Wool,none,1.8,none,,Fragment;Textile;,,Nahal Mishmar,Roman
7474,Nahal Ze`elim,Late Chalcolithic,0,216,1,yes,,Linen,none,4,none,,Fragment;Textile;,,Nahal Ze`elim,Late Chalcolithic
7475,Nahal Hever,Middle Roman,0,12,1,yes,,Wool,none,28,none,,Fragment;Textile;,,Nahal Hever. Cave 2,Middle Roman
7476,'En Tamar,Roman,0,123,1,yes,,Linen,none,12,none,,Fragment;Textile;,,'En Tamar,Roman
7477,'En Tamar,Roman,0,123,1,yes,,"Wool,Linen",none,13.5,none,,Fragment;Textile;,,'En Tamar,Roman
7478,Caesarea,Crusader,1,148,1,yes,,Silk,none,3,none,,Fragment;Textile;,,CAESAREA- HARBOUR,Crusader
7479,Horevot Mazada,Roman,0,13,1,yes,,Wool,none,4.5,none,,Fragments;Textile;,,Horevot Mazada,Roman
7480,Nahal Hever,Middle Roman,0,12,1,yes,,Wool,none,53,none,,Textile;,,Nahal Hever,Middle Roman
7481,Nahal Hever,Middle Roman,2,12,1,yes,,Wool,none,100,none,,Textile;,,Nahal Hever,Middle Roman
7482,,Late Islamic,0,invalid,0,yes,,"Silk,Linen",none,3.7,none,,Fragment;Textile;,,,Late Islamic
7483,,Late Islamic,0,invalid,0,yes,,"Silk,Linen",none,3,none,,Fragment;Textile;,,,Late Islamic
7484,,Late Islamic,0,invalid,0,yes,,"Silk,Linen",none,10.3,none,,Fragment;Textile;,,,Late Islamic
7485,,Islamic,0,invalid,0,yes,,Cotton,none,none,none,,Fragment;Textile;Painted,,,Islamic
7486,,Islamic,0,invalid,0,yes,,"Wool,Cotton",none,6,none,,Fragment;Textile;,,,Islamic
7487,Jerusalem- Hinnom Valley- lower,Roman,1,806,1,yes,,"Wool,",none,16,none,,Fragment;Textile;,,Jerusalem- Hinnom Valley- lower,Roman
7488,Mezad Rahel,Early Roman,0,194,1,yes,,Wool,none,26.2,none,,Tab;Textile;,,Mezad Rahel,Early Roman (period)
7489,Nizzana,Byzantine,0,100,1,yes,,Wool,none,15,none,,Fragment;Textile;,,Nizzana,Byzantine
7490,Nizzana,Byzantine,0,100,1,yes,,Cotton,none,9,none,,Fragment;Textile;,,Nizzana,Byzantine
7491,Nahal 'Omer,Early Islamic,0,203,1,yes,,Cotton,none,8.5,none,,Fragment;Textile;,,Nahal 'Omer,Early Islamic
7492,Nahal 'Omer,Early Islamic,0,203,1,yes,,Cotton,none,5,none,,Fragment;Textile;,,Nahal 'Omer,Early Islamic
7493,Qumran Caves,Roman,0,331,1,yes,,Linen,none,25,none,,Textile;,,Qumran- Cave Q1,Roman
7494,Qumran Caves,Roman,2,331,1,yes,,Linen,none,24,none,,Textile;,,Qumran- Cave 7Q,Roman
7495,Nizzana,Byzantine,0,100,1,yes,,"Wool,Linen",none,12,none,,Textile;,,Nizzana,Byzantine
7496,Nahal Hever,Roman,0,127,1,yes,,Cotton,none,1.2,none,,Fragments;Textile;,,Nahal Hever,Roman
7497,Horevot Mazada,Early Roman,0,17,1,yes,,Wool,none,10,none,,Fragment;Textile;,,Horevot Mazada,Early Roman (period)
7498,Horevot Mazada,Early Roman,1,17,1,yes,,Wool,none,25,none,,Textile;,,Horevot Mazada,Early Roman (period)
7499,Nahal Hever,Middle Roman,1,12,1,yes,,Wool,none,26,none,,Textile;Garment,,Nahal Hever,Middle Roman
7500,Nahal Hever,Middle Roman,1,12,1,yes,,Wool,none,46,none,,Textile;,,Nahal Hever,Middle Roman (70-135 CE)
7501,Me`arat Sefunim,Upper Palaeolithic,1,264,1,yes,,Flint,none,3.5,none,,Thick Nosed Scraper;,,Me`arat Sefunim,Upper Palaeolithic
7502,Me`arat ha-Nahal,Upper Palaeolithic,1,9,1,yes,,Flint,none,3.5,none,,Thick Nosed Scraper;,,Me`arat ha-Nahal,Upper Palaeolithic
7503,Me`arat ha-Nahal,Upper Palaeolithic,1,9,1,yes,,Flint,none,2.8,none,,Thick Nosed Scraper;,,Me`arat ha-Nahal,Upper Palaeolithic
7504,Me`arat Amira,Upper Palaeolithic,1,135,1,yes,,Flint,none,4.2,none,,Thick Nosed Scraper;,,Me`arat Amira,Upper Palaeolithic
7505,Me`arat ha-Nahal,Upper Palaeolithic,1,9,1,yes,,Flint,none,3.9,none,,Thick Nosed Scraper;,,Me`arat ha-Nahal,Upper Palaeolithic
7506,Me`arat ha-Nahal,Upper Palaeolithic,1,9,1,yes,,Flint,none,3.2,none,,Thick Nosed Scraper;,,Me`arat ha-Nahal,Upper Palaeolithic
7507,Me`arat Sefunim,Upper Palaeolithic,1,264,1,yes,,Flint,none,4.4,none,,Thin Nosed Scraper;,,Me`arat Sefunim,Upper Palaeolithic
7508,Qumran Caves,Early Roman,1,79,1,yes,,Leather,none,none,none,,Thong (use unknown);,,Qumran Caves,Early Roman (period)
7509,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,2,none,,Fragment;Thread;,,Nahal Mishmar,Late Chalcolithic
7510,Nahal Ze`elim,Late Chalcolithic,0,216,1,yes,,Linen,none,5.5,none,,Fragment;Thread;,,Nahal Ze`elim,Late Chalcolithic
7511,Nahal Ze`elim,Late Chalcolithic,0,216,1,yes,,none,none,0.2,none,,Fragment;Thread;,,Nahal Ze`elim,Late Chalcolithic
7512,Nahal Ze`elim,Late Chalcolithic,0,216,1,yes,,none,none,7,none,,Fragment;Thread;,,Nahal Ze`elim,Late Chalcolithic
7513,Tel Aviv- Ramat Aviv,Ottoman,0,853,1,yes,,Linen,none,none,0.5,,Thread;,,Tel Aviv- Ramat Aviv,Ottoman
7514,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,none,none,,Fragments;Threads;,,Nahal Mishmar,Late Chalcolithic
7515,Wadi Murabba`at- Cave 1,Late Chalcolithic,0,308,1,yes,,Linen,none,1.8,none,,Threads;,,Wadi Murabba`at- Cave 1,Late Chalcolithic
7516,Nahal Hever,Roman,0,127,1,yes,,Linen,none,none,7.4,,Threads;,,Nahal Hever,Roman
7517,Nahal Ze`elim,Late Chalcolithic,0,216,1,yes,,none,none,0.3,none,,Fragment;Threads;,,Nahal Ze`elim,Late Chalcolithic
7518,Nahal Hemar,Pre-Pottery Neolithic B,0,5,1,yes,,Linen,none,2,none,,Threads;,,Nahal Hemar,Pre-Pottery Neolithic B
7519,Nahal Hemar,Pre-Pottery Neolithic B,1,5,1,yes,,Linen,none,1.3,none,,Tassel;Threads;,,Nahal Hemar,Pre-Pottery Neolithic B
7520,Nahal Hever,Middle Roman,0,12,1,yes,,Wool,none,none,7.3,,Threads;,,Nahal Hever,Middle Roman
7521,Nahal David- Me`arat ha-Berekha,Late Chalcolithic,0,996,1,yes,,Linen,none,1.3,none,,Threads;,,Nahal David- Me`arat ha-Berekha,Late Chalcolithic
7522,Nahal Ze`elim,Late Chalcolithic,0,216,1,yes,,Linen,none,2,none,,Fragment;Threads;,,Nahal Ze`elim,Late Chalcolithic
7523,Nahal Hever,Roman,0,127,1,yes,,Linen,none,none,6.4,,Threads;,,Nahal Hever,Roman
7524,Nahal Hever,Roman,1,127,1,yes,,Wool,none,3,none,,Threads;,,Nahal Hever,Roman
7525,Trig. point 819-A (west),Byzantine,0,455,1,yes,,Glass,none,none,none,,Fragment;Tile;Gold Glass,,Trig. point 819-A (west),Byzantine
7526,Trig. point 819-A (west),Byzantine,0,455,1,yes,,Glass,none,none,none,,Fragment;Tile;Gold Glass,,Trig. point 819-A (west),Byzantine
7527,Trig. point 819-A (west),Byzantine,1,455,1,yes,,Glass,none,none,none,,Fragment;Tile;Gold Glass,,Trig. point 819-A (west),Byzantine
7528,Trig. point 819-A (west),Byzantine,0,455,1,yes,,Glass,none,none,none,,Fragment;Tile;Gold Glass,,Trig. point 819-A (west),Byzantine
7529,Ashqelon- Migdal Ashqelon,invalid,0,invalid,0,yes,,Pottery,none,none,none,,Tile;,,Ashqelon- Migdal Ashqelon,invalid
7530,Lakhish- T.,Late Bronze II,0,63,1,yes,,Faience,none,10,none,,Tile (?);,,Lakhish- T.,Late Bronze II
7531,Megiddo- T.,Middle Bronze II,0,89,1,yes,,Bronze,none,none,none,,Toggle Pin;,,Megiddo- T.,Middle Bronze II
7532,Megiddo- T.,Middle Bronze II,0,89,1,yes,,Bronze,none,none,none,,Toggle Pin;,,Megiddo- T.,Middle Bronze II
7533,Megiddo- T.,Late Bronze II,0,27,1,yes,,Bronze,none,none,none,,Toggle Pin;,,Megiddo- T.,Late Bronze II
7534,Jericho- T.,Middle Bronze II,0,36,1,yes,,Bronze,none,none,none,,Toggle Pin;,,Jericho- T.,Middle Bronze II
7535,Jericho- T.,Middle Bronze II,0,36,1,yes,,Bronze,none,none,none,,Toggle Pin;,,Jericho- T.,Middle Bronze II
7536,Mizpah,Iron I,0,510,1,yes,,Bronze,none,none,none,,Toggle Pin;,,Mizpah,Iron I
7537,Bet She'an- T.,Late Bronze II,0,26,1,yes,,Gold,none,none,none,,Toggle Pin;Engraved,,Bet She'an- T.,Late Bronze II
7538,Sharuhen- T.,Iron I,0,144,1,yes,,Bronze,none,none,none,,Toggle Pin;Engraved,,Sharuhen- T.,Iron I
7539,קבר בבית סחור,Iron I,0,1244,1,yes,,Bronze,none,none,none,,Toggle Pin;Engraved,,קבר בבית סחור,Iron I
7540,Mizpah,Iron I,0,510,1,yes,,Bronze,none,none,none,,Toggle Pin;Engraved,,Mizpah,Iron I
7541,Mizpah,Iron I,0,510,1,yes,,Bronze,none,none,none,,Toggle Pin;Engraved,,Mizpah,Iron I
7542,`Ujul- T. el-,Middle Bronze II-Late Bronze,1,6,1,yes,,"Gold,Amethist,Electrum",none,none,none,,Toggle Pin;Engraved,,`Ujul- T. el-,Middle Bronze II-Late Bronze
7543, Unknown,Middle Bronze II,0,invalid,0,yes,,Bronze,none,none,none,,Toggle Pin;Engraved,, Unknown,Middle Bronze II
7544,`Ujul- T. el-,Late Bronze,0,93,1,yes,,Gold,none,none,none,,Toggle Pin;Engraved,,`Ujul- T. el-,Late Bronze
7545,`Ujul- T. el-,Middle Bronze II,1,22,1,yes,,Gold,none,none,none,,Toggle Pin;,,`Ujul- T. el-,Middle Bronze II
7546,`Ujul- T. el-,Middle Bronze II-Late Bronze,0,6,1,yes,,Gold,none,none,none,,Toggle Pin;Engraved,,`Ujul- T. el-,Middle Bronze II-Late Bronze
7547,`Ujul- T. el-,Middle Bronze II-Late Bronze,0,6,1,yes,,Gold,none,none,none,,Toggle Pin;,,`Ujul- T. el-,Middle Bronze II-Late Bronze
7548,`Ujul- T. el-,Middle Bronze II-Late Bronze,0,6,1,yes,,Gold,none,none,none,,Toggle Pin;Engraved,,`Ujul- T. el-,Middle Bronze II-Late Bronze
7549,Jericho- T.,Middle Bronze II,0,36,1,yes,,Bronze,none,none,none,,Toggle Pin;,,Jericho- T.,Middle Bronze II
7550,`Ujul- T. el-,Middle Bronze II,0,22,1,yes,,Bronze,none,none,none,,Toggle Pin;,,`Ujul- T. el-,Middle Bronze II
7551,`Ujul- T. el-,Middle Bronze II,0,22,1,yes,,Bronze,none,none,none,,Toggle Pin;,,`Ujul- T. el-,Middle Bronze II
7552,`Ujul- T. el-,Middle Bronze II-Late Bronze,0,6,1,yes,,"Silver,Gilded Silver",none,none,none,,Fragment;Toggle Pin;,,`Ujul- T. el-,Middle Bronze II-Late Bronze
7553,Bet She'an- T.,Late Bronze II,0,26,1,yes,,Gold,none,none,none,,Toggle Pin;,,Bet She'an- T.,Late Bronze II
7554,`Ujul- T. el-,Middle Bronze II-Late Bronze,0,6,1,yes,,Silver,none,none,none,,Toggle Pin;,,`Ujul- T. el-,Middle Bronze II-Late Bronze
7555,`Ujul- T. el-,Late Bronze I,0,163,1,yes,,Bronze,none,none,none,,Toggle Pin;,,`Ujul- T. el-,Late Bronze I
7556,`Ujul- T. el-,Middle Bronze II-Late Bronze,1,6,1,yes,,Silver,none,none,none,,Toggle Pin;From Hoard,,`Ujul- T. el-,Middle Bronze II-Late Bronze
7557,Neve Ur,Middle Bronze IIA,1,199,1,yes,,Bronze,none,0.7,none,,Toggle Pin;,,Neve Ur,Middle Bronze IIA
7558,Ashqelon- T. Ashqelon,Iron II,0,40,1,yes,,Gold,none,none,0.9,,Fragment;Toggle Pin;,,Ashqelon- T. Ashqelon,Iron II
7559,`Ujul- T. el-,Middle Bronze II-Late Bronze,0,6,1,yes,,Gold,none,none,none,,Toggle Pin;Engraved,,`Ujul- T. el-,Middle Bronze II-Late Bronze
7560,`Ujul- T. el-,Middle Bronze II-Late Bronze,1,6,1,yes,,Electrum,none,none,none,,Toggle Pin;Engraved,,`Ujul- T. el-,Middle Bronze II-Late Bronze
7561,`Ujul- T. el-,Middle Bronze II-Late Bronze,0,6,1,yes,,Electrum,none,none,none,,Toggle Pin;Engraved,,`Ujul- T. el-,Middle Bronze II-Late Bronze
7562,`Ujul- T. el-,Middle Bronze II-Late Bronze,1,6,1,yes,,Gold,none,none,none,,Toggle Pin;Engraved,,`Ujul- T. el-,Middle Bronze II-Late Bronze
7563,`Ujul- T. el-,Middle Bronze II-Late Bronze,0,6,1,yes,,Gold,none,none,none,,Toggle Pin;Twisted,,`Ujul- T. el-,Middle Bronze II-Late Bronze
7564,`Ujul- T. el-,Middle Bronze II-Late Bronze,1,6,1,yes,,Gold,none,none,none,,Toggle Pin;,,`Ujul- T. el-,Middle Bronze II-Late Bronze
7565,`Ujul- T. el-,Middle Bronze II,0,22,1,yes,,"Gold,Agate",none,none,none,,Toggle Pin;,,`Ujul- T. el-,Middle Bronze II
7566,Nahariyya- Canaanite Temple,Middle Bronze II,0,59,1,yes,,Silver,none,none,none,,Toggle Pin;,,Nahariyya- Canaanite Temple,Middle Bronze II
7567,Nahariyya- Canaanite Temple,Middle Bronze II,0,59,1,yes,,Bronze,none,none,none,,Toggle Pin;,,Nahariyya- Canaanite Temple,Middle Bronze II
7568,`Ar`ara (south-west),Iron I,0,1258,1,yes,,Bronze,none,1.6,none,,Head;Toggle Pin (?);Anthropomorphic,,`Ar`ara (south-west),Iron I
7569,Caesarea- Harbour,invalid,1,invalid,0,yes,,Silver (?),none,none,none,,"Token (metal);Perforated, Perforated",,Caesarea- Harbour,invalid
7570,`Ujul- T. el-,Mamluk,0,1089,1,yes,,Marble,none,39,none,,"Tombstone;Inscribed, Arabic",,`Ujul- T. el-,Mamluk
7571,מורדות  הר  עיבל  Slopes  of  Mt.Ebal,Roman,0,1219,1,yes,,Limestone,92,61,none,,"Tombstone;Inscribed, Latin, Decorated in Relief, Rosette, Rider",,מורדות  הר  עיבל  Slopes  of  Mt.Ebal,Roman
7572,Akhziv,Iron II,0,41,1,yes,,Sandstone,none,38,none,,"Tombstone, Stele;Inscribed, Incised, Phoenician",,Akhziv,Iron II
7573,Megiddo- T.,Late Bronze II,2,27,1,yes,,Bronze,none,none,none,,Tongs;Square Section,,Megiddo- T.,Late Bronze II
7574,Megiddo- T.,Late Bronze II,1,27,1,yes,,Bronze,none,none,none,,Tongs;,,Megiddo- T.,Late Bronze II
7575,Megiddo- T.,Late Bronze II,1,27,1,yes,,Bronze,none,none,none,,Tongs;,,Megiddo- T.,Late Bronze II
7576,Kokhav ha-Yarden,Islamic,1,1069,1,yes,,Bronze,none,0.8,none,,Tongs;,,Kokhav ha-Yarden,Islamic
7577,Jerusalem- Kh. el-Burj,Crusader,2,432,1,yes,,Brass,none,none,none,,Tongs;,,Jerusalem- Kh. el-Burj,Crusader
7578,Jerusalem- Kh. el-Burj,Crusader,1,432,1,yes,,Brass,none,none,none,,Tongs;Engraved,,Jerusalem- Kh. el-Burj,Crusader
7579,`En Gedi- Nahal David,Hellenistic,0,672,1,yes,,"Bronze,Iron (material)",none,none,none,,Tongs;,,`En Gedi- Nahal David,Hellenistic
7580,`Akko- Persian Garden,Late Bronze II,1,43,1,yes,,Bronze,none,14,0.4,,Tongs;,,`Akko- Persian Garden,Late Bronze II
7581,Giv`at Yasaf,Persian,1,1039,1,yes,,Pottery,50,26,none,,Torpedo Jar;,,Giv`at Yasaf,Persian
7582,Bet She'an- T.,Iron II,0,64,1,yes,,Pottery,46,none,none,,Torpedo Jar;,,Bet She'an- T.,Iron II
7583,Nahal Pattish (Gilat),Late Chalcolithic,1,2,1,yes,,Pottery,none,none,none,,Torpedo Jar;,,Nahal Pattish (Gilat),Late Chalcolithic
7584,,Middle Roman,1,invalid,0,yes,,Pottery,none,none,none,,Toy;Zoomorphic,,,Middle Roman
7585,לא  ידוע,Pottery Neolithic,1,invalid,0,yes,,Flint,none,1.3,none,,Transversal Arrowhead;,,לא  ידוע,Neolithic
7586,Me`arat Tannur,Lower Palaeolithic,1,18,1,yes,,Flint,none,5.5,none,,Transversal End Scraper;,,Me`arat Tannur,Lower Palaeolithic
7587,Me`arat ha-Gulgolet,Middle Palaeolithic,1,130,1,yes,,Flint,none,4.6,none,,Transversal Side Scraper;,,Me`arat ha-Gulgolet,Middle Palaeolithic
7588,Me`arat Tannur,Lower Palaeolithic,1,18,1,yes,,Flint,none,7.1,none,,Transversal Side Scraper;,,Me`arat Tannur,Lower Palaeolithic
7589,Me`arat Tannur,Lower Palaeolithic,1,18,1,yes,,Flint,none,3.5,none,,Transversal Side Scraper;,,Me`arat Tannur,Lower Palaeolithic
7590,Me`arat Tannur,Lower Palaeolithic,1,18,1,yes,,Flint,none,4.4,none,,Transversal Side Scraper;,,Me`arat Tannur,Lower Palaeolithic
7591,Me`arat Tannur,Middle Palaeolithic,1,37,1,yes,,Flint,none,5,none,,Transversal Side Scraper;,,Me`arat Tannur,Middle Palaeolithic
7592,Me`arat Tannur,Middle Palaeolithic,1,37,1,yes,,Flint,none,3.3,none,,Transversal Side Scraper;,,Me`arat Tannur,Middle Palaeolithic
7593,Me`arat ha-Gulgolet,Lower Palaeolithic (?),1,501,1,yes,,Flint,none,4.8,none,,Transversal Side Scraper;,,Me`arat ha-Gulgolet,Lower Palaeolithic (?)
7594,Nizzana,Byzantine,0,100,1,yes,,wood,none,none,19,,Tray;Engraved,,Nizzana,Byzantine
7595,Magharat Shuqba,Natufian,1,68,1,yes,,Flint,none,1.3,none,,Triangle (Microlith);,,Magharat Shuqba,Natufian
7596,Me`arat Oren,Geometric Kebaran,0,480,1,yes,,Flint,none,none,none,,Triangle (Microlith);,,Me`arat Oren,Geometric Kebaran
7597,Me`arat Oren,Geometric Kebaran,0,480,1,yes,,Flint,none,none,none,,Triangle (Microlith);,,Me`arat Oren,Geometric Kebaran
7598,Me`arat Oren,Geometric Kebaran,0,480,1,yes,,Flint,none,none,none,,Triangle (Microlith);,,Me`arat Oren,Geometric Kebaran
7599,Tel Aviv- T. Qasila,Iron IIA,1,618,1,yes,,Pottery,11.7,none,8.7,,Trick Vase;Zoomorphic,,Tel Aviv- T. Qasila,Iron IIA
7600,Bet She'an- T.,Iron I,2,71,1,yes,,Bronze,33.6,none,none,,Tripod Stand;,,Bet She'an- T.,Iron I
7601,Bet-Shemesh- T.,Iron II,2,60,1,yes,,Pottery,35.5,none,none,,"Body;Trough-Spout-Strainer Jug;Basket Handle, Burnished, Ashdodite",,Bet-Shemesh- T.,Iron II
7602,Bet-Shemesh- T.,Iron I,0,118,1,yes,,Pottery,14,none,none,,Trough-Spout-Strainer Jug;Painted,,Bet-Shemesh- T.,Iron I
7603,Megiddo- T.,Iron II,1,56,1,yes,,Limestone,144,none,none,,"Trough, Columns;",,Megiddo- T.,Iron II
7604,Haifa- T. Abu Hawwam,Early Roman,0,1086,1,yes,,Glass,8.8,none,none,,Body;Tube;,,Haifa- T. Abu Hawwam,Early Roman (period)
7605,ליד  חדיתה  -קבר  מצוייר  Haditha  Painted  Tomb,Roman,0,1131,1,yes,,Glass,7.5,none,none,,Tube;,,ליד  חדיתה  -קבר  מצוייר  Haditha  Painted  Tomb,Roman
7606, Unknown,Roman,0,invalid,0,yes,,Glass,8.1,none,none,,Tube;,, Unknown,Roman
7607,Jerusalem- Ymca--Keren ha-Yesod Street,Late Roman,0,245,1,yes,,Glass,32.4,none,none,,Tube;,,Jerusalem- Ymca--Keren ha-Yesod Street,Late Roman
7608,Bet She'an- T.,Early Roman,0,212,1,yes,,Glass,9,none,none,,Tube;,,Bet She'an- T.,Early Roman (period)
7609,Hedera,Late Roman,1,145,1,yes,,Glass,none,none,none,,Tube;,,Hedera,Late Roman
7610,Hedera,Late Roman,1,145,1,yes,,Glass,none,none,none,,Tube;,,Hedera,Late Roman
7611,Shubeika- Kh. esh-,Roman,1,268,1,yes,,Glass,none,none,none,,Tube;,,Shubeika- Kh. esh-,Roman
7612,Shubeika- Kh. esh-,Roman,1,268,1,yes,,Glass,none,none,none,,Tube;,,Shubeika- Kh. esh-,Roman
7613,Shubeika- Kh. esh-,Roman,0,268,1,yes,,Glass,none,none,none,,Tube;,,Shubeika- Kh. esh-,Roman
7614,Ni`ana- Kh.,Early Byzantine,1,366,1,yes,,Glass,none,none,none,,Tube;Cosmetics,,Ni`ana- Kh.,Early Byzantine
7615,Ni`ana- Kh.,Early Byzantine,1,366,1,yes,,Glass,none,none,none,,Tube;Cosmetics,,Ni`ana- Kh.,Early Byzantine
7616,Makr- el-,Late Roman,1,95,1,yes,,Glass,none,none,none,,Tube;,,Makr- el-,Late Roman
7617,`Alya- Kh.,Late Roman,0,333,1,yes,,Glass,11.5,none,none,,Tube;,,`Alya- Kh.,Late Roman
7618,Palmahim,Late Roman,2,117,1,yes,,Glass,none,none,none,,Tube;,,Palmahim,Late Roman
7619,Makr- el-,Late Roman,1,95,1,yes,,Glass,none,none,none,,Tumbler;,,Makr- el-,Late Roman
7620,Makr- el-,Late Roman,1,95,1,yes,,Glass,none,none,none,,Tumbler;,,Makr- el-,Late Roman
7621,Makr- el-,Late Roman,1,95,1,yes,,Glass,none,none,none,,Tumbler;,,Makr- el-,Late Roman
7622,Makr- el-,Late Roman,1,95,1,yes,,Glass,none,none,none,,Tumbler;,,Makr- el-,Late Roman
7623,Makr- el-,Late Roman,1,95,1,yes,,Glass,none,none,none,,Tumbler;,,Makr- el-,Late Roman
7624,Makr- el-,Late Roman,0,95,1,yes,,Glass,none,none,none,,Tumbler;,,Makr- el-,Late Roman
7625,Makr- el-,Late Roman,1,95,1,yes,,Glass,none,none,none,,Tumbler;,,Makr- el-,Late Roman
7626,`Alya- Kh.,Late Roman,0,333,1,yes,,Glass,9,none,none,,Tumbler;,,`Alya- Kh.,Late Roman
7627,`Alya- Kh.,Roman,1,190,1,yes,,Glass,3.5,none,none,,Tumbler;,,`Alya- Kh.,Roman
7628,Makr- el-,Late Roman,1,95,1,yes,,Glass,none,none,7.3,,Tumbler;,,Makr- el-,Late Roman
7629,Manawat- el-,Late Roman,1,356,1,yes,,Glass,10,none,none,,Tumbler;,,Manawat- el-,Late Roman
7630,Manawat- el-,Late Roman,1,356,1,yes,,Glass,none,none,none,,Tumbler;,,Manawat- el-,Late Roman
7631,Nahariyya- Giv`at Katzenelson,Late Roman,0,84,1,yes,,Glass,10.1,7,none,,Tumbler;,,Nahariyya- Giv`at Katzenelson,Late Roman
7632,Nahariyya- Giv`at Katzenelson,Late Roman,1,84,1,yes,,Glass,none,none,none,,Tumbler;,,Nahariyya- Giv`at Katzenelson,Late Roman
7633,Nahariyya- Giv`at Katzenelson,Late Roman,1,84,1,yes,,Glass,none,none,none,,Tumbler;,,Nahariyya- Giv`at Katzenelson,Late Roman
7634,Serah `Illit- H.,Late Roman,2,343,1,yes,,Glass,none,none,none,,Tumbler;,,Serah `Illit- H.,Late Roman
7635,Asherat,Late Roman,1,170,1,yes,,Glass,none,none,none,,Tumbler;,,Asherat,Late Roman
7636,Asherat,Late Roman,0,170,1,yes,,Glass,none,none,none,,Tumbler;,,Asherat,Late Roman
7637,Asherat,Late Roman,1,170,1,yes,,Glass,none,none,none,,Tumbler;,,Asherat,Late Roman
7638,Asherat,Late Roman,1,170,1,yes,,Glass,none,none,none,,Tumbler;,,Asherat,Late Roman
7639,Serah `Illit- H.,Late Roman,1,343,1,yes,,Glass,none,none,none,,Tumbler;,,Serah `Illit- H.,Late Roman
7640,Jerusalem- `En Rogel,Early Roman,2,78,1,yes,,Glass,none,none,none,,Tumbler;,,Jerusalem- `En Rogel,Early Roman (period)
7641,Anafa- T.,Hellenistic,0,157,1,yes,,Pottery,none,none,9.3,,Tumbler;Engraved,,Anafa- T.,Hellenistic
7642,`Akko (north),Roman,1,420,1,yes,,Glass,10.7,none,none,,Tumbler;Lugged,,`Akko (north),Roman
7643,Acre  Museum  collection,Roman,0,953,1,yes,,Glass,10.4,none,7.5,,Tumbler;,,Acre  Museum  collection,Roman
7644,Gesher Benot Ya`aqov,Lower Palaeolithic,1,30,1,yes,,Elephant Ivory,none,none,13,,Fragment;Tusk;Elephant,,Gesher Benot Ya`aqov,Lower Palaeolithic
7645,Gesher Benot Ya`aqov,Lower Palaeolithic,1,30,1,yes,,Elephant Ivory,none,none,none,,Tusk;,,Gesher Benot Ya`aqov,Lower Palaeolithic
7646,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Hippopotamus Ivory,none,7.4,none,,Tusk;Perforated,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
